c,田帆,邓卫,李袁开，行不更名坐不改姓,邓志豪,钱乐天,姚佳伟,程曦,周源涛,王森懋,小帅哥,陈壮,杨剑弦,蒋博文,吕梦轩,刘昊,高达,严进,马宏宝,纪昌志,王广澳,齐宇轩,何慧凯,范宽,覃威铭,张博文,毛毛,流星蝴蝶剑,邹颖,陈伟52,潘思宇,毕浩,顾阿飞,汪义超,陈犇,邹精龙,张世伟,瞿鑫,陈思同,廖进宝,常浩铭,RUI,刘团团,黄恒,黄洋,杨帆,陈恺,刘宇,曹文斌,曹文潇,崔艳德,谢嘉庆,江佳俊,98k,胡振宇,任云天,郑万熙,邵哲元,张欢,张宇轩,熊成,李昊熹,罗刚,林灿林,朱家伟,晓斌,陈诒,吴佳明,王宇飞,辛书呈,秦岭,李晨,王晨波,盛玉全,李喆,缪钟毅,李鹏飞,黄钟灵,江正,黄王满,陈伟144,孟津,柯南,张志伟,田源,华筝,王红亚,李泓儒,包玉刚,彭志鹏,肖洪勋,徐壮,周展旭,王志强,褚冲,郭奕村,诸葛,白杨,刘明杰,陈希,李杰,刘金云,刘祥,张云波,光清,王哲,郭斯特,陈锐,毛奏,小陈,刘军想,王光铭,李威,朱韬,杨腾飞,杨玉怀,李沛之,林俊旭,赵翔国,白羊,郑春桥,兰富强,熊伟伟,王旭,袁泉,平平唐,胡斌斌,蔡建德,何冲,张锋,张晨阳,张小锋,郑浩,黄超,徐言哲,王晨逸,黄星,李立伟,反正有时间可以告诉你更多,李航,成明峰,邢剑,满岳杭,桑凯旋,冯亚,端木凡昌,刘思思,王茜,方雄风,康开,王晋,马永真,杨琛,章旺
杨璐璐,643.5446479110321,688.6047494503367,618.742509453107,629.9150687786989,408.6416300217288,473.9302754442919,488.83591374688376,777.3969074864849,616.185800857827,545.2839640340699,618.8895084397212,697.2808473333773,492.38479949976676,482.03483759146366,573.3216169241953,604.3168956792804,721.9846247650539,645.0987854830369,730.8293949040535,570.2178034421395,526.1682543256816,711.5983548551966,559.5916428996198,581.7407308202099,663.8503394339052,682.9645308382708,748.4836713113003,702.0587790179503,688.1199087964698,523.5997938115985,621.7356775044689,651.4564656388004,635.3946204171056,708.4077863140162,717.5969682928337,656.1091902979119,699.5810580843988,699.7114884695899,533.0160105606791,507.99984731695787,597.2776070554635,638.4216911918165,481.479336228169,571.7363687482394,546.6098372623455,601.9052118899735,583.1409584965081,611.9787723909794,588.5000367572491,624.5298920323405,508.96082318865297,546.3155876191424,421.82935621529356,787.1349706672664,594.1375619277169,564.3663726530243,591.1858203818118,641.9221188646316,608.7142955500304,720.3453392198364,682.4682198299697,775.8577331778815,539.2340544569512,545.3408745322108,546.3435916963806,575.1403137589976,594.9665142688164,429.60233313043534,551.8378547021202,546.2602569029275,600.5271406647773,565.5755998965383,687.6793265445773,827.0511911870627,678.9141176462754,608.6728873030154,621.2016751486531,577.3793631960298,587.9115423491758,556.6958903403658,695.1494743524731,581.1545577998799,571.1136054021097,554.9017026343641,835.1753173813064,646.8063065077498,617.8184044929137,604.0545806638319,591.7161199952191,563.7257192513748,660.4465974572785,663.8858428503027,676.434866847729,808.0461672322981,456.42223860730724,738.9959535914888,629.3045285651345,746.8776262971653,464.2788765322986,653.4538424598267,717.295623006525,731.497232994979,694.436436179828,559.2916462883538,799.711308408468,626.2677068978671,587.6655469077967,535.0008264974872,765.4155621865139,436.9704205695714,643.0629309866653,604.0245922840646,635.8943889392847,658.8549195062385,666.1642895575516,341.97667202700495,530.7440802435012,570.9741542172503,495.02444373252615,609.7306838244144,709.8779228828224,600.8245090892024,717.2478925336076,657.598305059304,472.79668816833555,548.0160556337275,687.5950187409121,661.8572408862219,383.13065535064084,553.235970182661,501.2317481197565,602.8133673852119,701.8315552411245,525.5254683238263,544.0361637113563,643.6601166802228,488.6837514947531,597.8634620543086,475.84468327679696,654.1474642260688,768.6855802233482,626.8823434364481,574.1261290468785,450.3159010266162,667.7438584672796,434.65765173364,584.6480608816012,551.7705147485373,704.2451217066144,654.85786147071,731.7109099785029,773.0413417439959,538.045456875494
影子,572.2421022916627,757.6708554800293,577.0471719467021,580.3966592973686,503.3715598609516,577.025130661118,552.9397853971448,666.9574882519757,601.6907062727678,520.8417149120119,456.6196007221569,718.8264245187845,462.59710616337907,505.87789883806107,537.1235695258713,584.4224832128768,653.8662618808819,616.2410368683138,600.464548148021,495.00718590750716,544.3034963077341,578.1418229075407,493.0609681609679,570.3708313587264,583.8585012482666,633.0681921323214,646.4720362378471,644.9981173730966,794.4343289943693,511.5152797684483,606.0132612498884,701.2954328229984,691.8695195257649,741.1544595838004,564.5976506259494,614.645737829066,757.9584870232917,645.2689500516204,672.5910776800581,653.4889090250856,547.670356805833,597.5946639061644,481.7221780765258,705.7488585475999,527.106854393535,649.2584495270538,593.9675811561917,608.5812708284839,469.56653697144674,762.7034530889853,556.7141474606167,550.4114444417067,457.02090272890723,659.2164444397599,698.4277097569422,628.0357996302923,487.6217113589503,622.6606095231151,576.9602036519716,714.0938150084685,588.5397407199137,784.5000540479127,510.57243854920034,635.8024084846909,559.530241384361,606.808772717056,575.8659644096733,616.119575836977,684.8773233411875,620.7834002946198,535.4040545141796,459.9996019077573,624.8265400050882,661.570658216135,646.4577874779309,682.7580071691247,714.7986073024986,568.6421987375297,739.2507334588474,627.1012743866261,555.1127350391682,736.5577609115207,502.3535986003623,588.2983017714789,555.9628302631194,592.9403853454515,666.3971488897039,787.9516228205114,705.0998666932988,663.5850658163683,670.1720361000928,624.5506865370139,628.1058503333524,719.6006972282064,545.3131549969623,630.5702381288966,804.8747376043603,579.2666722182831,538.9781037283715,600.450247639706,605.4164199575566,631.0011249622812,724.2186097565411,572.3239234414677,631.6048750517691,744.7705263910839,597.2368795076167,674.5476080907753,603.550979285623,401.1772636268031,595.9120493655524,499.1814925897686,416.8826749821782,620.8143942565803,616.3774845797761,467.7570085318251,555.1385511726746,583.0392278170407,520.8638379463059,496.7953678846733,662.1608182500669,593.0496800744287,722.4223816776607,791.8196410738999,516.9143800154766,666.8552812143727,533.4500129725087,521.4143023108928,587.956016410259,539.2455704785397,727.4833386126226,660.7432373643525,639.4359170423353,661.6261938256714,597.9366018281341,451.2967565696612,555.8204087349573,511.44794179164785,387.93808411263774,576.2694470832016,607.5834157716452,609.3442458188397,684.4633490653409,618.0966007103071,599.5820736854157,314.52938390217736,523.8013673181792,622.0223269739258,689.0451321739517,438.3762334274436,774.6481558553494,617.6520101389843,440.1104533453123
陈诗晴,650.3114061905433,671.6607224503751,501.46118049702994,662.1197688980133,385.09007248498904,470.48658044298384,619.6439699690181,653.1228566782717,636.4369528331537,695.6193552435933,719.6976952875659,775.9773462682888,640.6120081398885,632.4711815965379,634.813394080928,615.0858596240241,600.2805922133944,494.2292979099076,700.1185825383818,624.4072747236941,628.0117588137418,626.5007999497549,675.3494458169059,599.2915824373231,513.8598448034629,582.8701096088762,582.4205268254234,748.4148757312169,751.5454719189356,632.2723784715224,514.9793998490344,647.1012873962109,625.8778937102377,652.7871349986633,684.1853746067577,753.0817002057929,717.2813185156997,654.9405099667033,648.3273011489466,702.0388902006571,705.8331820541846,589.4755030004836,635.1723964060166,580.0207520407064,564.3802046188874,665.8006405238912,605.0835381334807,479.17824033850343,666.6848954686302,663.8607705443992,628.1646369682185,525.6898763429238,446.2627897092064,570.9473653356193,491.30400733688134,711.6109843992565,604.6088379710734,667.57078581165,548.9662715916219,613.5105191938796,574.6061918299981,744.4095486082877,452.4209173858566,581.50252791987,574.090395311017,633.8288737642529,518.0801311739834,567.5458673801753,668.0552443578189,669.2009984822496,727.1478643911462,422.0191120822336,732.1712681278331,698.9589248623031,731.8095346927372,605.5882682800044,560.9896751171586,505.7402523690495,537.1434565417802,586.2299570544523,502.18122149466376,591.1518927876426,448.8447905183881,667.6598078378667,719.431897076213,548.3475479803616,768.949890211403,600.0187670155866,577.3962670218889,658.4132353207272,616.0279804173067,748.9367380322835,756.5468765644824,602.789691141837,610.7360952599848,622.7644486664259,659.6737764154062,600.6582975993857,569.5529131904127,595.3377197257657,810.989977993207,729.8564098816512,638.6883044883527,568.7624772806611,688.9691115899783,565.226241263279,482.75645304069593,529.7441432096499,608.0375783352252,544.3872206214485,594.8103848507571,538.9362313681963,581.3384055634023,691.739312948859,683.4075073727734,443.1104635187606,654.6720405773355,728.7184012782427,604.7663362074343,498.514031777815,622.0486304506519,507.1858758947732,671.4019427249068,671.6660759601664,552.5146137650877,591.0685810970632,631.2805974943251,505.3895227835601,569.7392329867935,581.7606204813837,608.7200967891412,625.0767818753923,740.0053426547579,666.0732641413521,712.8825150203274,463.81184690039015,507.7469811927478,640.8611715287756,468.27808106753514,764.7468052793054,587.0620441984721,623.0064207846991,531.2855231943659,466.5679779688714,572.0281029194091,446.9173024509137,528.0273529837639,721.2257865119159,617.2749322615955,549.0822976812182,690.1836783603625,671.7056752001183,557.6529534913408
昏呐,590.9571629032254,685.4368569154276,573.5150073673844,635.9463958931328,576.8424748955674,561.0496779037516,565.030565956302,630.3121565627252,601.8897405658855,441.2566885643722,480.44471308200684,728.3464256787967,509.129389477014,369.7676654975334,622.125209369,652.6943141332949,621.1666154378279,564.7768757785852,585.4589799994327,606.7804633990227,537.0828212753811,602.0829735269198,569.0031414626073,592.9829879359241,587.8515029476316,561.7363867732862,676.3831158255762,710.7828500031627,700.8593104077609,519.9939234076041,586.2193720127026,652.5617110237413,649.7761808885666,710.3672876069409,567.4014528375558,595.5328371031638,721.5063095539185,652.0687130522901,714.4427865228051,607.0571619794825,519.7944815248517,543.9136451569432,523.2608740964672,540.1481446666373,547.2320120747011,627.6575470895918,611.9013106922004,511.3997173936996,512.8216701408617,636.1195293189252,524.1660774580955,625.0865258621074,475.6155885711714,532.052692596323,625.4408644087532,629.0049382284101,485.73793192882044,593.5964536700421,581.117942893948,690.4359017367788,525.2090238892845,746.2639626875632,575.5157449089968,582.5420681372741,596.8955633650078,695.3314504148442,514.5969925400963,587.8286280546447,693.6136722840422,615.0529071526503,596.732058681732,397.6728313036002,690.3145578542365,595.1788449974641,603.0757667557223,657.8503022391608,648.9516315753837,529.2504458002568,669.2739418291745,696.7785035599411,521.5046176057517,684.8201060971174,500.2342287845237,583.7975171480575,579.3791460049022,535.0424016087986,656.9019839410972,716.5779839450469,653.9830491580076,600.588911005382,714.2049542254308,551.0500119347373,664.1394010053396,682.9472029333062,568.1831781063298,548.8494654996222,778.3433613581639,619.3368186947464,475.1422110850224,644.6675156739027,615.1912381146376,667.8570028464793,724.2618661877682,617.4571335530391,644.3980789846489,702.3890908010769,544.3083060430447,610.9648012013888,516.3022564820799,385.6062072653508,576.9633155946206,490.2703127607758,347.51665225187844,647.0846372280344,632.6414607566425,503.71143574802477,634.6096836899924,615.9443761553501,539.3158089465891,425.9366631972913,556.5917412063902,669.9025837894055,673.5427883228435,756.3111092623378,557.894942052543,720.59693851599,591.3540472912109,483.25965247435613,589.1912575907294,615.8597701007616,693.4705246817967,622.2403676196282,664.9686711727657,549.0206353719288,546.5384953193585,384.9087459819713,515.8354588831985,551.0231120142273,425.9347275994386,617.1920518526831,608.3745351083819,516.4735795081243,542.5347759233832,553.0481094567665,663.8599717876353,312.26962607292984,464.0630996993974,616.3387763458122,727.2923041327357,509.7390755457764,752.2417426001213,557.0910869288834,431.7944952365591
袁慧,716.5865814717048,632.9618728326188,338.46198263869877,622.4966986438798,547.3801445727007,591.8353998700334,691.984338311164,597.209954919234,592.5447374501794,826.6563429817239,747.9346987272693,741.4127069032108,678.9495297075937,469.72214746543324,768.2098485370961,715.5635816563733,627.5612887092989,516.4364011982509,546.7904907873569,666.0117896216677,745.1576152420346,698.8123126633072,539.5802337305612,677.2656693530821,428.30470497783796,445.048861312439,602.0469810968335,673.2297749023994,677.9570445762644,548.7832616631898,458.18375033904704,678.1475145139211,440.2168800445363,558.2384275148897,505.76132163256705,799.2404039031078,715.1948749574636,618.421459639606,651.3735089513531,783.8400272680763,655.7768496375213,687.9538193047371,680.6189352554356,731.4696273990539,564.1539982122227,583.5862747917053,536.0268281363647,544.8181050739479,626.663461165549,689.5598561129154,534.9001949267766,507.0173769122868,625.8858166033339,534.9450085039125,481.4242268654538,659.8715379526732,663.1802125998813,503.9556904457727,536.9769884900827,640.3974387538825,523.9635609804803,585.5861748371931,597.1501428330785,518.7624304424704,440.6622536412407,596.0641193036321,492.2485049136313,606.6435946724257,627.241717939796,628.1581756289117,662.1360167724553,436.06897646143466,529.8407797863267,616.8016776661921,527.0382955476144,653.1369941035473,612.4177637488008,488.5415307622755,501.8665432921025,638.6598807143249,474.8620509849391,509.4654649606747,347.62928465740595,745.1551107937295,600.0156778547903,676.6237565081262,609.2482946874774,525.7372906792124,620.2553738377785,690.8608950447881,601.4881023809387,639.9189422180839,678.140563177266,657.7198837435357,704.1261240774444,607.0098977793386,601.204818694785,574.924276990283,760.2163770896898,781.8068310673232,791.6431863524135,614.2206136540224,557.4415704520546,593.3928685703243,554.2166510135498,629.273024534441,673.0242473083125,589.1897880268482,497.87562045272415,602.6174653153803,485.7641278259632,477.53307428046173,736.1066923481978,693.7852493188998,712.5861669219933,423.64801318280774,485.0837076170236,670.5907039285285,552.5424847560836,547.5202796515125,565.9054972339441,716.796980430089,630.2621148058328,661.3974274491504,716.9578127898153,631.5160632995796,670.307298134657,437.822900309689,525.9333417668008,411.7994655342851,577.6198535255481,575.1148495553126,670.758216285051,644.7373732613141,640.4784948882292,520.4976714029741,622.0995168084356,602.3599466950402,534.3342562372909,640.8815786537726,590.0387238727544,444.18615535922174,407.35280694175424,597.968263177512,590.7160206774772,520.13255539704,691.0595014870282,653.5708545217624,597.591240133604,484.7415756777784,640.7037129951016,509.2691372645327,724.9361450002781
小白,597.844699133967,716.1672819880231,619.6483389866294,602.931044098196,503.19093851505465,550.460307075904,542.3622339904782,590.2980951120152,610.0082294272377,481.3742601964185,529.6817333600441,724.9569973924328,652.9056341394579,383.1140800541616,585.952044222415,647.746770744257,606.3215143851808,634.3210955648976,670.8419682979631,583.9781395354338,516.8415267390064,624.5633402632012,652.5135315092408,552.5667224833322,635.9734875249853,696.2053433002939,626.4954644276578,702.7808536508983,684.8818885791883,622.4212000180211,558.3360578249815,639.7588015781416,623.2668135571421,593.8813289722184,578.6756786596603,597.5757285795278,612.5435429449694,620.2070218080773,688.3381264639424,562.4992391723172,508.37969916453943,569.995372783565,580.3944987234142,663.7555857742927,589.9785598815881,624.2287919546857,689.6136057165584,601.1897081240901,528.1202624951751,739.2571887231977,524.6497155940527,659.8760814239455,496.6052787417474,547.1869318232403,734.5695147758861,640.3493109783461,532.2154149485009,625.5484176384762,631.9522182431483,624.8656600955721,575.9980015273238,707.323350943601,539.6732961595799,567.6564719295156,658.2986726627566,790.0522845237517,698.2162510906787,617.8295185977463,643.0097700645265,647.8138491954405,536.0780826189787,460.7618708490463,738.394996743122,644.5052657134727,713.7087165438013,703.8138336886067,706.4112022782828,686.2618631232591,692.6336959872579,607.3451940477138,586.7595670404412,724.8299664034305,516.4862732664351,625.1222370882471,604.4986366630371,578.3890318027043,599.5787114315101,766.560649183353,708.2935720841579,594.5923260478909,693.6109323777112,503.56571410316303,618.9767285080371,771.2514553308009,481.7977980854006,611.284991098933,635.7841309112976,576.0309465105171,474.58201623823686,590.2384542905536,570.669027608163,556.8878638428191,657.1090790797019,669.8904287606978,631.8824481415593,639.8672000395859,591.4756470391342,642.9879899068475,600.193793190543,466.86622077319623,610.8188303645543,594.6116591709402,437.9697327073571,631.2972951752554,656.10213868597,540.9081316925123,513.9663538887164,607.9866982223862,605.8354122194909,446.5091570618517,704.9042803979432,575.5643436925022,742.3777199116812,720.2245057519061,569.2073302424964,569.6037815557847,602.2726089140303,615.5476516622234,548.4565165836501,575.5430365401808,745.7976345270646,697.3796924698547,636.5541428977986,635.896789392265,646.5020931184541,509.82924801319365,507.96604863709894,595.9682129032915,377.8348037418009,644.0085588762356,590.4361843835748,473.23279011867345,609.5639279685807,559.5742400453566,627.655856039625,321.4745632363302,483.8505600868597,556.0481777243139,792.6271310073171,574.3253946261732,662.2268164566974,673.5772793974984,498.91630333046254
赵颖,645.6191157869257,480.33646913684106,484.0069952130407,571.6499377481994,372.79756099100894,523.8720272382388,629.3638581125347,521.0225874452846,526.4925768297682,637.1582709675789,694.3686522038947,573.5215148498575,495.47147170833694,557.8254323254437,639.097703783428,605.1304802882579,612.240312690624,483.23755839328925,577.3613532980121,601.346836579836,612.0089324264513,605.2009724597549,534.7957605781186,495.23371539944804,585.1855288287975,458.44846681915635,534.8215168440271,577.5481419938453,650.690739139108,426.98578591655917,605.7593909824259,552.7292211376355,489.69200998599285,510.1029380918739,435.3339788586137,750.9315476092867,600.3905939613824,551.2803240931152,502.8586397087248,689.065913690564,683.7605008804146,606.653919289672,541.8461814609892,562.4441477192216,547.0703199161703,571.6646132408198,499.05025238952834,389.81089810732976,470.7767374664825,544.5459591525262,482.13450684737717,417.1997745190321,379.8152079183883,598.7958264975508,372.307292821024,531.0412742743431,594.9017005714209,537.6661264026983,523.7550074639951,459.9583201072553,534.7567930788532,521.5162861872177,436.4584814080135,472.06008107348606,411.0147236245559,409.76774015586943,519.3342807657704,541.7546668237321,463.51250848337594,620.1685866652954,558.4729421265541,338.69258221245695,543.2499605940175,589.841446136975,589.0308889365216,432.84549131360643,570.3750425084918,402.65045910836943,431.46341199100516,433.21354641203277,424.2768753798624,479.9162051087861,396.7887112587396,616.0036446338286,564.8914096145888,601.2077116758323,593.8565435263743,527.9561985319245,524.2553731998854,644.1027788834077,547.0886575747091,621.8038956745685,591.9188482529524,444.3778442708935,654.0380793916113,512.0596387837326,589.6927935973703,500.0106228343575,647.1853914402808,616.1475477766561,631.883117662842,637.1189196250436,492.08334966877027,431.0167120457744,529.1723410276519,511.31844739559045,553.5820940941953,422.5606201141526,524.5513488555996,555.7973043479171,526.8121902319515,524.5235247053733,789.231637236725,540.3213142532022,649.5375402645809,519.6621292842947,432.96851556213767,545.6716241130189,533.2311996837454,510.89225906838806,540.4115219178927,576.1351921914411,591.5129231354523,578.6275195396867,511.1787028163285,659.6159950447181,662.8087774560856,393.5486665588064,417.3532759549686,417.45148349827696,480.60993162217113,514.049986762035,737.3430384121637,503.2299162135288,618.4015062696066,628.7569363829642,615.2537819746927,602.0860798369915,512.1887022377541,526.6983548126972,498.9444151220748,601.5192576062716,457.69078434613846,476.2744507161404,444.1988889169547,442.8486305872842,547.5644076769398,689.9681544785639,441.25099443986176,589.5517280974586,591.7624656929892,527.1640225659212,502.17303208982605
恩恩,633.7528979117851,634.5868554662038,675.5099852106785,644.1403822257043,431.4531477915788,451.4140053392708,462.4667970352755,794.2312676638004,550.7482103003708,475.1270282973112,612.6051211709282,683.0008702056884,531.0520236368013,499.64733572357096,503.96966912139544,553.5364461067498,723.465321009839,636.5757542034528,801.0664245822568,532.2914256790062,530.8771069140304,634.5129096009729,613.8592122981024,435.1831302976942,805.7725518309547,723.553455817998,652.4195722779848,704.7883083975098,588.622451364381,529.1083980662874,658.0150144647838,659.2615258681827,695.3172652711659,779.0777489672405,614.0609361913074,529.352898482207,685.1229676009586,691.9382136136577,594.7161855757929,546.6270538943054,669.0375976723211,602.6301830842617,434.74948544323934,554.281050129864,547.2106201730909,702.5910466785629,757.3286807711663,659.453435406666,521.799869441077,640.6434319261027,663.1483163331958,606.4475058871506,381.22954354413923,704.470673700772,703.6064807064564,580.6336282007708,543.3148405971381,671.7944122874086,643.1017198947387,569.322258420312,718.0452012738605,801.4386308177468,557.6273404121087,560.9633575616018,666.8885085930292,612.4617685697949,658.0574398384148,482.5715317867664,549.8109681524053,708.0677980131607,556.3817332797091,524.9183537829579,706.3883899176155,806.4667932562879,775.687911909912,727.4403140027351,688.0425631928922,697.9046024046785,737.8727159030478,623.2695147107476,655.5801864506932,661.539178848816,616.5602219713322,570.4935040756598,814.567380468719,572.5502845163663,646.695636090808,750.0490578841553,596.9444490881436,511.72683850733836,690.4432936026944,634.7207897641771,550.2181306912909,735.0729034040291,450.23751888953245,792.5350315853436,697.2162359519992,804.9346218507313,395.4649067837565,583.5892260531589,640.0995000515944,762.048717919182,725.680001519155,553.3040667753023,753.5279873752684,583.222204504317,530.6446492851367,486.329004766019,740.6605204431869,458.1230928332155,695.0843923421432,658.2736825086356,610.3936152406104,678.154689975258,582.8455456796063,349.0220305780266,452.5723247213122,572.2633232419446,659.5609624839324,631.2051884121511,708.5504808355308,519.5046231916078,825.0865865888125,687.92938586695,509.3282105118267,554.0834197045656,670.0617695477276,551.6445464443751,494.1804900881307,606.0733346234753,616.548894264337,708.7648328313236,616.1073349021526,656.678852050469,625.5924986949203,662.828261468846,476.06304334422646,573.5407593428491,457.64564056557003,669.1737820172891,779.9228629727963,568.8922954476371,716.6781708275068,422.640234005823,696.8602134510334,383.12163844493614,583.2565988534915,628.3646652276509,754.7227223844925,568.7854794013039,765.1419006267051,795.5841388393189,573.5961635017022
陈俊伶,489.5145185013307,606.1278409219599,648.8579956568569,504.65142205936377,415.79142014022705,443.8680634476044,426.72299543971883,687.1614583152871,489.35020903263995,413.0059364392995,425.55775701426865,618.8545854490961,544.3386615076287,499.4616818998546,472.4702463814097,491.83556178984867,583.6636313263484,616.6186678897967,681.7180805498494,575.8707075922493,540.6040281627502,590.8817017803796,639.1803526912519,491.5240138456679,681.7380170848849,683.2154387460859,508.14746679830716,639.529044730969,466.64988108674424,500.1685097962321,660.1541688553389,452.84744457788406,580.7179700380202,637.9191778722377,577.0516862140498,530.771926010691,486.8538710642801,501.6949428356568,570.3005416270191,353.1315435660611,662.3414709925696,552.6926580899989,478.80926000309046,497.7990989383572,533.9580071951497,687.4804211984083,741.23165050552,682.6792251315444,433.58319779041165,585.0702764178025,492.360420677885,584.1303080150816,399.0060987489173,624.8064847012506,600.9902734593999,495.15223352703237,461.2482910982641,518.9454474147061,658.3649323001393,578.3855347509937,672.9891962650488,763.2041676525095,530.1519057841642,475.6796256474031,587.0901947018777,738.3430286992955,633.7881904567766,485.5933228596845,473.9286807470776,614.784670166435,449.9478452743565,577.1582998216202,640.000467016104,720.0418110410525,711.1153606697167,578.0406739427569,618.0505079004537,696.0537109675745,555.8789821777807,624.3561176949322,587.7218675069994,523.2131941595138,676.0037616172859,495.6922275195691,634.1424896852691,567.8545112810076,496.4010191974687,573.8432885499881,595.3046356113728,532.8107645925159,450.8900179417232,518.5817326965746,538.6908575124493,673.986730429878,463.43399277186245,706.3138366944212,549.8952779437088,663.9821653358852,484.9304467337116,448.66559784032495,537.4980858907951,620.3988460552553,650.5383878615098,603.3027228649244,717.2630702652918,572.9985705434743,497.6483328087162,591.2250906253923,641.807705413538,380.47677930425914,625.05762739369,765.4478114986697,475.40388928910386,619.1361901527946,546.0108961280556,322.6990489628189,371.32575758717644,597.6192375191537,485.2220922771105,559.3031034902897,728.7126945907398,489.2264206358912,679.4953671762476,569.4377075547836,519.6394368881074,455.98792045277895,575.0636783184598,527.8015553258194,494.51537706344186,586.3902281662027,603.8054749140356,610.7124195484237,503.1878375303239,605.4726718297017,585.5807285163587,484.3473512211535,393.14294417717304,610.4112075093586,347.7703725373667,678.6705268060497,584.680546215917,482.7944281123764,621.3786813138641,494.64077630220095,675.4147311399865,391.01360520833117,504.32752372207966,409.48950376796245,588.4237135757505,661.7903641138186,664.4521652369174,658.9474647476,525.3985233401703
谭燕霞,649.9396598638943,666.106223564977,505.5442544034786,578.8528203489602,635.0403059135772,578.3426314831927,654.2941366472992,563.6792047224862,628.6826441331635,555.4372691282581,564.4257179792295,727.3402695230174,556.4734159106745,410.86129426424344,543.4065645646876,682.1841658879731,651.4262395180043,510.3764196510288,515.8265212994258,527.0197190223587,553.340158823568,595.9527127114532,635.5804954825572,617.4456612426952,578.5337055932974,466.8982105440578,563.217346015103,575.5599595393032,736.2440226551603,603.8970028073015,602.5612828769231,644.7232042939304,532.2400711850785,525.1544088916532,587.5607030525166,499.0187091868501,679.3402254282619,627.2354155255241,645.16230758044,642.0343470788506,409.5965266157993,620.0627539892921,589.0426923568798,695.9708819744069,551.3536069351026,552.192152192654,621.5240548915182,596.7298602301671,619.493983458708,637.0218264496884,433.06368249960076,699.0455286778155,435.4222294638978,558.1559306331246,567.0017352670241,614.8479265624287,576.7762676582106,608.1203928063453,536.9539042979957,631.8488803351823,487.0462176563252,628.4374220187153,514.9621636239408,624.9502196856737,474.38874431276247,606.8172498707517,635.0068327488478,658.6541562468659,770.2503889329804,545.168059778802,544.9463959181014,663.5850790391246,563.8386352926253,554.4939064720947,624.8845526679436,673.2017673948413,708.3263763837476,627.0675980393594,622.2288201488593,631.8620695154334,493.70185314300375,738.457924059521,502.79390013691284,584.9946158214154,507.04970202174565,569.5647740929342,632.393159023142,668.6262225468705,659.2058232466245,617.5966021536708,632.8250955677627,526.439282336851,658.1700835519018,644.3371175364773,606.4111152590524,518.4253118808892,685.5012812656114,490.79783596946584,528.6677947074814,694.998677724096,562.9127375080714,664.9166500387579,686.0237473329032,564.976855016265,540.4612111629891,602.9395810921662,616.0362115973903,686.8126758088488,479.1819042607551,406.7883555865835,542.0339424963503,491.71891307451403,537.1663097603723,534.2961506373254,719.6430826615783,518.9387173963294,562.113156375036,576.0435381428995,505.58404210163775,475.2095905090147,578.1079329061315,690.0974781380617,657.867153917745,746.7494933514638,602.2989475580179,727.4819262899816,591.5327981650844,494.69629695737024,462.7653541802192,620.999750050131,658.7707238731323,620.048828455308,614.878676333158,671.5082562458681,487.75207800820635,412.5692548536309,572.6855313959413,551.0495003239206,453.5125924452845,512.3870208985095,595.3667512710856,396.09945830496406,502.77338019792427,575.5873129472279,524.4802348262147,374.1499549244943,585.5763649239309,639.7419774036913,634.5613181642126,483.3422209508627,585.0733755803791,603.3848632161846,474.28249301690136
